Episode,Reward,Actor Loss,Critic Loss
1,-1412.117503841766,-0.05275307327508926,19.35582971572876
2,-1060.8033776986488,0.44441300363396297,51.06817346572876
3,-1489.5072364820153,1.7976617103815078,50.22579395294189
4,-1627.703889851299,4.26784973025322,49.859649391174315
5,-1673.0645177279564,9.765702662467957,43.829972982406616
6,-1619.8642240718218,17.504812126159667,33.724180212020876
7,-1493.6607077639521,24.169002237319948,26.40653169631958
8,-1515.3104495493226,26.889435873031616,22.1450333070755
9,-1680.7869497188801,30.645418128967286,20.941891746520994
10,-1501.6481187439601,33.786827907562255,22.69937472820282
11,-1175.1755645630617,34.937533903121945,23.12604021549225
12,-1685.1315737877612,38.26128319740295,26.335359582901003
13,-943.7946578617707,42.87141485214234,31.03965256690979
14,-1492.7059529139628,46.21840312957764,36.84442343235016
15,-1583.8031298017427,51.53905565261841,36.55062572479248
16,-1623.312768859998,59.01906810760498,49.3991588306427
17,-1286.19463871452,64.59572919845581,54.475433082580565
18,-1180.049554945377,69.16832065582275,64.28460702896118
19,-1491.1349712984004,72.83772953033447,87.47321168899536
20,-1033.1753043915103,75.63166522979736,76.0583261680603
21,-1625.540095268144,80.9888433456421,85.77052557945251
22,-1188.3430772676431,84.97677688598633,89.69720951080322
23,-1179.333064007845,87.20630420684815,105.85381771087647
24,-1650.489740784549,90.3869603729248,100.17530168533325
25,-1688.30349609967,94.38738052368164,110.0317214679718
26,-1645.8371106928537,98.81264019012451,100.18560773849487
27,-855.7582668420769,100.78099948883056,105.11269269943237
28,-1292.7664784240278,99.46816028594971,112.15287296295166
29,-1077.0158869981235,98.35163135528565,113.23580277442932
30,-1669.472147229859,99.34560222625733,97.12044006347656
31,-1496.894305040982,99.67410217285156,109.56711587905883
32,-1154.888622597444,97.7877299118042,80.90905881881714
33,-1200.4381186489381,96.55055450439453,114.98951131820678
34,-1265.5473011302029,94.71475227355957,91.51126815795898
35,-1503.2173443600345,93.72342166900634,76.85125244140625
36,-1309.4774009910702,91.58847438812256,85.12379899024964
37,-1207.521676654616,90.07990413665772,73.19585054397584
38,-1516.69303487764,88.09402286529541,77.44439774513245
39,-1043.4331127226146,86.46623565673828,65.07482542037964
40,-1114.5379695121912,85.53634868621826,65.63210007667541
41,-1581.3144607721947,84.64243808746338,55.23659942626953
42,-1604.9847709155686,84.30001064300536,57.7126176071167
43,-1344.349979811465,83.82743759155274,67.08121141433716
44,-1402.5767184566052,84.87460975646972,58.21345603942871
45,-1081.9481610260095,86.97944538116455,64.49424072742462
46,-1474.2597924930405,91.50707904815674,68.98610579490662
47,-1496.7026329447542,96.0133890914917,76.39838700294494
48,-1482.523115304465,99.35148464202881,76.09014909744263
49,-1159.4353710015105,103.59806819915771,83.9346155834198
50,-1544.5993575319012,107.16991340637207,79.69186835289001
51,-1500.4138961481437,110.27496124267579,96.32264630317688
52,-1523.8979046660804,115.36175064086915,92.8676201248169
53,-1518.1888016037724,119.45686874389648,97.17030359268189
54,-1555.4482560379959,124.95983116149903,119.58380608558655
55,-1059.8591488421514,130.9365887069702,119.36121953964233
56,-1211.1126932592165,136.35433349609374,144.27522762298585
57,-1178.6791943828257,141.72663192749025,139.91090937614442
58,-1632.9334438319427,150.37860511779786,144.15456725120544
59,-1645.1408195505935,157.60306091308593,171.0717192363739
60,-1671.0673002443702,164.4471162414551,189.37023639678955
61,-1599.7468460973826,169.4454330444336,241.0709877204895
62,-1408.2131439341972,172.23045036315918,228.83635906219482
63,-1633.3635252211322,174.19247100830077,249.75377798080444
64,-1408.7922868568826,175.9928472137451,214.7752167892456
65,-1190.0417959382964,178.6327342224121,230.55828678131104
66,-1295.637833807709,180.0302072906494,223.40298198699952
67,-1680.366489798647,179.92863975524904,236.7349146270752
68,-1512.1108957910553,181.31980895996094,191.2392360115051
69,-1178.2313299031905,181.17790351867677,230.06132514953615
70,-1413.5297715511012,179.38518730163574,240.78982900619508
71,-1387.2717916072036,177.22659080505372,199.37244970321655
72,-1103.1411625069002,176.28568923950195,199.5028749847412
73,-1154.1135370695667,176.49574684143067,197.14972334861756
74,-1572.4280015108982,174.11949928283693,197.549665555954
75,-1162.6020957504363,174.35329559326172,215.05116632461548
76,-1502.7891057561783,173.4636693572998,192.12773458480834
77,-1620.7568431253198,175.14186279296874,215.97316451072692
78,-1367.4819715409276,176.85868217468263,206.32117714881898
