Episode,Reward,Actor Loss,Critic Loss
1,-1386.2482735514038,0.13600480884313584,19.019790439605714
2,-1499.1716886436213,1.0544855116307736,55.89824596405029
3,-1143.0211128994715,3.085693062543869,58.27272626876831
4,-1443.3490508834986,6.4977688264846805,54.5461996459961
5,-1565.9662428051022,12.313098587989806,54.486242542266844
6,-1563.7964008660244,19.968494157791138,53.28495477676392
7,-1574.7211695574777,26.91377279281616,50.42799657821655
8,-1629.2718334070319,34.29043796539307,51.98467754364014
9,-1709.8241643889523,42.02353704452515,53.29592744827271
10,-1279.511835120378,50.16518781661987,60.723753776550296
11,-1620.048846747396,58.95069969177246,64.99836605072022
12,-1232.475506626932,69.22660154342651,80.97844572067261
13,-1660.0382015183934,79.41013332366943,100.14697862625123
14,-1676.6190862564824,92.4857532119751,119.98580375671386
15,-1612.99742450181,107.045318069458,151.005936088562
16,-1652.1925806371498,124.524384765625,186.3580815887451
17,-1630.81200853837,144.0171534729004,228.87494495391846
18,-1315.4172150326667,164.0444620513916,279.2894669342041
19,-1312.7262501279204,185.77713386535643,348.6217687988281
20,-1038.7824761415884,205.77264625549316,406.8569277954102
21,-1303.7404078073541,226.89384521484374,505.39395317077634
22,-1387.5900342409504,245.84806442260742,555.0609143829346
23,-1430.7004390018287,264.08265411376954,647.9285818481445
24,-868.267600570937,280.92195678710937,724.191506652832
25,-1126.4039624551576,296.3895593261719,837.5951203918457
26,-1478.5362352834313,311.20421875,946.3471757507324
27,-1515.8197434827566,322.61488647460936,1075.077089996338
28,-1422.384861454147,328.0425387573242,1126.7754658508302
29,-1528.0578013555928,333.3679504394531,1145.2683700561524
30,-1407.333221659363,336.0591275024414,1245.7391935729981
31,-1568.748541709908,337.56990814208984,1094.1415748596191
32,-1525.8919886475164,341.16047454833983,1265.101355895996
33,-1394.428042136691,341.55552139282224,1166.1943516540528
34,-1539.9444124906954,342.3326614379883,1307.8794929504395
35,-1516.245654089944,342.98504516601565,1291.1133401489258
36,-1551.0124006603196,345.8855778503418,1296.2524395751952
37,-1488.758481276831,342.5448014831543,1343.5153271484376
38,-1462.413595205873,341.4995585632324,1286.737835083008
39,-1586.6906693398598,340.60313232421873,1341.0319332885742
40,-1525.7413474909472,338.421102142334,1291.8309408569337
41,-1540.53111986655,338.54037826538087,1440.9976477050782
42,-1118.5671903656742,337.43221817016604,1349.7445288085937
43,-1142.9513857626214,335.05893646240236,1350.1759916687013
44,-1118.11267965906,333.2500311279297,1265.4477517700195
45,-1283.756215197063,329.6453227233887,1256.2528900146485
46,-1396.1295683914896,323.69826583862306,1270.895092163086
47,-1224.2925202089268,317.3961849975586,1158.1887275695801
48,-1185.1153575150972,313.7607606506348,1097.0885726928711
49,-1002.2528753814764,308.2315969848633,1197.7941166687012
50,-1201.595037206298,302.11184173583985,1019.1846629333496
51,-1315.0928703010889,299.82957290649415,1057.0467050170898
52,-1321.567839507282,298.02254623413086,908.4860656738281
53,-1175.6575834801017,297.15120819091794,867.1919061279297
54,-1171.3410755070515,294.3024871826172,922.6376417541504
55,-1187.0694507925543,293.1330714416504,855.8713487243652
56,-1275.6655161972526,291.9577085876465,913.22880569458
57,-1330.2823154627613,290.97715148925784,759.8315994262696
58,-1386.9805187750792,291.0880192565918,894.4278888702393
59,-987.3340998705411,292.0614186096191,679.1291174316407
60,-1126.0251697077601,296.8848109436035,770.6964730072021
61,-1235.6861328993898,298.00855575561525,761.756254272461
62,-1073.2126793890432,298.51109329223635,679.4587259674072
63,-1138.5158815106874,299.89752059936524,674.6744757080078
64,-897.3611379563328,298.9441557312012,694.8374754333496
65,-1280.5384532906785,301.202981262207,589.5498461151124
66,-1277.1047207426384,303.0989874267578,627.8468361282348
67,-1183.9867879210872,305.42397857666015,614.9128580474853
68,-982.6446078103014,306.57677536010743,616.4238293075562
69,-974.8767049909917,308.25062286376954,555.3329749679565
70,-860.5074314748026,310.1813070678711,555.0619932937622
71,-1160.7712739007459,311.27694900512694,613.63321975708
72,-1059.9332099698845,314.4370341491699,520.4102629852295
73,-1369.6127300179614,316.5531120300293,610.0626517295838
74,-1465.1666275562382,320.1555551147461,526.4405719566345
75,-1212.3919778452596,325.15741592407227,476.9085068130493
76,-1236.1662203562084,331.24337799072265,583.5787339782714
77,-1389.9760880407725,333.82857818603514,555.4894790649414
78,-1624.0167877153806,338.31140060424804,641.1082256126404
79,-908.5525777019021,341.8169825744629,661.8650279617309
80,-1547.5201846679538,343.40128540039063,643.7417626571655
81,-1533.033573493492,346.54129669189456,704.7113604164124
82,-1536.0093215335955,349.60720703125,623.8163780212402
83,-1515.8171604584813,353.87392501831056,606.9202911186218
84,-1432.9028858473912,358.4619143676758,637.8435709190369
85,-1570.4113636585012,361.2768835449219,703.2388969802856
86,-1240.4723389625617,364.55097061157227,766.0529930877685
87,-1248.7745715196306,365.6014813232422,672.6312203407288
88,-1375.4110395916841,366.5274375915527,795.8063367843628
89,-1349.6888407985148,367.7930894470215,612.2567672538758
90,-1579.788644097043,368.03450469970704,769.4187448692322
91,-1513.0679671886294,365.9459454345703,714.8152780532837
92,-1558.3148516668853,364.32023300170897,781.466495552063
93,-1680.2273782368868,364.79169937133787,657.829474773407
94,-1367.6994675877522,367.2570910644531,816.3639106941223
95,-1488.309363191881,365.8018098449707,719.3092545318603
96,-1427.8143327211756,370.28080459594725,628.6719248962403
97,-1347.8518884953291,373.21438385009765,664.434371843338
98,-918.4635154786629,374.68171966552734,737.4170417404175
99,-1532.506268773749,373.88341079711915,735.8953440666198
100,-1305.8802471137074,373.4346418762207,648.9182650566102
101,-1300.8858482094888,373.1152093505859,819.3174158287048
102,-1614.2185176997245,371.84567733764646,663.0210349082947
103,-1313.6882693509847,372.20314010620115,718.1630111789704
104,-1440.6328976961825,375.43568939208984,687.7298023319245
105,-1306.9440972068835,375.0934407043457,713.1035759830474
106,-1639.6717460123095,372.1964701843262,798.7063598632812
107,-1478.1747829879516,371.67215408325194,722.61937292099
108,-1600.278027624972,371.6084085083008,743.2109927940369
109,-1433.3755446536304,371.9240505981445,726.5452980613709
110,-1573.497510146207,372.76434158325196,718.6684560394287
111,-1346.0345522240334,373.8769532775879,709.333806962967
112,-1063.3470004988417,374.4835787963867,687.2888769245147
113,-1205.4129852524081,372.50464324951173,716.9553186511994
114,-1266.7133837699196,372.6081608581543,725.7572472286224
115,-1299.3639411000117,374.074817199707,631.269937505722
116,-1166.6049861032045,373.67467086791993,741.5393895149231
117,-1154.663373884519,372.16341094970704,766.4228241252899
118,-1569.8844253729706,370.5165509033203,760.9943159103393
119,-1374.1393779114514,370.1929600524902,667.8963382911683
120,-1173.4275071724612,371.85325149536135,729.7161985301972
121,-1457.38390743842,373.4751623535156,637.9925438690185
122,-1290.6728034060254,375.0562510681152,731.2841525173187
123,-975.0797858456265,377.75307495117187,630.6556104660034
124,-1304.2803709329987,378.23326065063475,679.0415394878387
125,-1326.5725510218233,377.3808029174805,761.4937753105164
126,-1374.6442681758222,376.7916470336914,717.0240068149567
127,-1642.8187965084612,378.34294998168946,710.9634945487976
128,-1640.6564163660385,379.5683790588379,662.6115799808503
129,-1377.2920147939315,382.0224467468262,571.9961334609985
130,-1004.9729155053367,382.6388432312012,830.3425460243225
131,-1223.6677521896577,381.9703649902344,678.4806286430359
132,-1129.2251153388193,383.3531541442871,737.5557734394074
133,-1154.3162953062017,382.1412089538574,762.623918094635
134,-1421.6958776494284,381.424801940918,766.8908015441895
135,-1710.7673686384026,380.7412161254883,735.3849492931366
136,-1151.1187401199295,380.13524887084964,743.0020175361633
137,-1149.7067277553151,380.69697021484376,695.0146053028107
138,-1436.6359607076304,381.8924412536621,805.1613475131988
139,-1387.763856473343,380.86898712158205,716.283590631485
140,-1292.432460207079,381.09675521850585,744.7692537593841
141,-1247.836068028795,382.0165376281738,639.5280453872681
142,-1571.4740639930694,383.68540481567385,746.1245452785492
143,-1410.6693551452734,384.42890228271483,768.7435964393616
144,-1027.6507082920132,385.46852020263674,718.567428855896
145,-1409.0141562065864,385.63463409423827,716.0796482467651
146,-1312.4441634015302,384.51900604248044,779.6042587089538
147,-1578.621123691864,386.1651403808594,721.9798393917084
148,-1104.234169460877,388.20669342041015,741.4885615158081
149,-1174.993325681581,389.45577072143556,711.6460265922547
150,-1387.3731518304658,390.7554525756836,820.7244156455994
151,-1387.2571618350044,386.9554766845703,886.4967399024963
152,-1374.548305161904,385.6837986755371,743.4405197143554
153,-1484.1713978360826,385.8482005310059,820.7728967761993
154,-1111.332787260999,384.8255883789063,698.1255211830139
155,-1190.762615479738,385.56997604370116,886.5089155578613
156,-1689.535074439904,384.63247909545896,664.2232308387756
157,-1025.6791237010016,386.0859321594238,774.2283062839508
158,-1548.2547088429042,382.24878494262697,746.6188527297974
159,-884.8227109427647,380.8675262451172,769.7886671447754
160,-1271.312066871583,381.08608612060544,708.4386864757538
161,-1402.1074927537904,382.1660249328613,706.5149850654602
162,-1233.0476026740225,384.5007641601562,605.3346652317047
