Episode,Reward,Actor Loss,Critic Loss
1,-1305.353771126406,0.06025485162390396,20.29476602554321
2,-1578.399817310408,1.4652107122540474,66.62429584503174
3,-1501.8526136494172,4.4525732016563415,68.75462966918946
4,-1263.9089070529258,9.014695653915405,67.94870574951172
5,-1649.3469057541486,13.805789551734925,61.31322956085205
6,-1248.3763168831927,18.780609917640685,56.74911687850952
7,-1755.87474201652,23.86241499900818,53.86409418106079
8,-1779.5574407272636,28.968485078811646,56.76544157028198
9,-1830.4318465620338,34.847228364944456,61.13469192504883
10,-1575.123852443238,41.69370616912842,66.58000547409057
11,-1630.8066402458967,49.11058969497681,70.12692306518555
12,-1694.6236507306833,56.479392795562745,82.50685052871704
13,-1601.603601458049,64.47534151077271,99.2890026473999
14,-1929.624520078089,73.43074146270752,113.93553157806396
15,-1918.9683932356916,82.53308631896972,127.59783477783203
16,-1720.362958359873,94.20350624084473,138.142290725708
17,-1841.2197221371953,107.06595989227294,159.02876926422118
18,-1706.4933831410697,122.51158317565918,195.2954066467285
19,-1679.753369471997,140.2604522705078,229.80457496643066
20,-1850.7353990021466,159.2300047302246,262.2720334625244
21,-1638.1489162556472,181.17179244995117,350.93291488647463
22,-1572.9728596340897,203.1708265686035,449.81569961547854
23,-1784.4049830764225,225.06056114196778,524.434871673584
24,-1577.8717528157017,247.91013969421385,546.6780193328857
25,-1500.0290670071915,269.804165725708,667.1330912017822
26,-1506.7656876677938,289.1475047302246,749.2124067687988
27,-1369.0346782882998,308.542301940918,803.584532623291
28,-1077.4077470948403,326.23473831176756,971.4984371948242
29,-1768.255004724792,337.51571502685545,1030.451003265381
30,-1253.879861722797,350.4559944152832,1076.220952911377
31,-1369.664496854362,356.65696731567385,1144.876196899414
32,-1253.8696052088426,360.3819752502441,1125.5234603881836
33,-1563.3454161019379,359.16591278076174,1041.0788259887695
34,-1250.0593641745886,356.7019039916992,1131.2276295471192
35,-1276.373941122867,348.3119332885742,1125.0045513916016
36,-1553.655427170255,334.1934898376465,1039.3142666625977
37,-1477.1968827652036,319.7643923950195,1048.659539489746
38,-1500.4949985537037,307.4321209716797,870.9266630554199
39,-1408.7220461512918,298.04154388427736,876.2295852661133
40,-1290.6770245847424,291.7998390197754,824.4114287567139
41,-1534.7153313431293,288.17744537353514,731.1625935363769
42,-1558.8694162431711,286.73599609375,775.9775389099121
43,-1080.9178004863593,283.5938496398926,662.3522985076904
44,-1561.6931350965915,283.1845394897461,689.9216857147217
45,-1561.641232907959,284.2510577392578,682.1157440948487
46,-1564.014329830422,286.83305694580076,715.3851207733154
47,-1513.93786887002,289.8196467590332,718.7793504333496
48,-1567.0850816645918,293.98255828857424,686.2012718200683
49,-1537.263303089963,298.59955856323245,773.6603080749512
50,-1565.1855325506606,303.99113708496094,733.1263422393799
51,-1569.3380580315418,311.3329083251953,728.8770071411133
52,-1519.2763759909303,317.390634765625,766.9978109741211
53,-1570.2147231083661,321.7187373352051,847.5685398101807
54,-1554.4982401857762,326.44495361328126,826.9013785552978
55,-1565.254634845849,329.2415057373047,799.0174492645264
56,-1557.3137719503165,331.4070309448242,830.1338258361816
57,-1549.5351918407137,334.18862442016604,725.0469650650025
58,-1569.0086865296219,337.90137268066405,797.3050939178466
59,-1564.2302460798046,342.7339555358887,785.0369925689697
60,-1551.3017843906907,345.3143020629883,812.1009218978882
61,-1467.8212538637545,347.4029496765137,910.4334008026123
62,-1530.8366567099467,349.9996090698242,754.8782816696167
63,-1502.5132915078145,356.128737487793,711.1875297546387
64,-1468.1363002460675,363.15993438720704,797.0352738571167
65,-1176.8657810549705,369.1434915161133,915.3659261703491
66,-1569.556529380335,371.7228466796875,887.3563856887818
67,-1496.1199395580054,375.4854057312012,883.1618019104004
68,-1422.8672830105236,382.5346795654297,853.1777014923096
69,-1436.4750410589622,387.7463140869141,822.0778605270385
70,-1399.30765188548,393.14327850341795,799.5536048698425
71,-1452.940858015326,399.2721983337402,946.3988496398925
72,-1625.9497855477678,402.44289474487306,851.7871843719482
73,-1455.2004351919154,405.3892012023926,1016.1489267349243
74,-1424.3862464559888,406.77884552001956,826.5136210060119
75,-1676.387075182377,409.29537170410157,922.0830259895324
76,-1134.9683802102825,409.3342492675781,979.3152545547485
77,-1219.5711159632683,408.32465438842775,971.4494021606446
78,-1317.4427272321093,406.1745724487305,955.7596045875549
79,-1546.3442611111225,404.82428024291994,1052.6506762123108
80,-1382.7993418987571,400.74594985961915,874.948620223999
81,-1159.9075449061825,403.4591995239258,865.8545762443542
82,-1222.2435104067492,405.06272888183594,882.1115723228454
83,-1573.5541128402685,405.5462588500977,934.6066040039062
84,-1221.1962836952641,403.05349334716794,867.4118185424804
85,-1078.3450075901046,402.6812307739258,972.5983909225464
86,-1448.6808792695012,401.3451266479492,868.5542017745971
87,-1566.0798714833838,403.5762742614746,858.8926832580566
88,-1274.0986862800396,404.12435104370115,937.3143019104004
89,-1227.244522045826,404.4975276184082,805.7864530944825
90,-1197.1508338616045,405.90129379272463,964.5094195652008
91,-1209.7357863038076,403.7462268066406,920.6304467964172
92,-1269.9980591574028,404.68069076538086,817.5798076057434
93,-1134.05570664567,404.63413482666016,951.7729167842865
94,-1138.4479736491944,401.23643493652344,916.5713519763947
95,-1266.1943482886068,400.64208877563476,875.4277270698548
96,-1350.9053916513983,400.32698333740234,980.6282243347168
97,-1376.3938713895802,398.8617887878418,862.3015072059632
98,-1087.2494749015655,401.5046061706543,830.7007622909546
99,-1372.9329261775151,402.46720077514647,889.9966667175293
100,-1330.6913174921403,400.1017367553711,846.8504557514191
101,-998.1328457560495,398.0430726623535,997.5509372997284
102,-1253.2873127102566,393.72145767211913,954.6309288787842
103,-1265.8440503033523,391.5686444091797,807.6126411247253
104,-1289.4286670232693,394.6208981323242,848.4097386169434
105,-1493.2532274712157,392.0978060913086,947.9762255859375
106,-1151.813590249899,391.9127784729004,780.0651729869843
107,-1407.9039605439618,391.01952255249023,842.829193058014
108,-1241.4354552705909,392.0488636779785,864.9866444969177
109,-1046.4108280722364,390.99019744873044,860.0834142875672
110,-1034.6846643574493,389.7055078125,879.6529236793518
111,-1294.7228726437295,389.8181469726562,827.5470911026001
112,-1138.4266844793083,390.1718508911133,857.8712869930267
113,-1354.804681528669,389.49117248535157,841.2329516029358
114,-1375.142843393167,388.6768667602539,841.2460234737396
115,-1092.6514750884553,387.49141036987305,733.9365321159363
116,-1369.8960918927871,385.6158015441895,852.3454270458221
117,-1344.416804940906,382.3509059143066,852.551012954712
118,-1158.2027602609455,379.6498921203613,810.6178339576721
119,-1295.8579882451688,381.11077758789065,665.8131645393372
120,-1181.4963734331282,382.0986248779297,727.7809022903442
121,-1099.3722635227898,383.8313102722168,637.211462726593
122,-1336.8333794405946,382.8245747375488,798.1808961391449
123,-1088.4804133499836,380.9074597167969,867.5841907024384
124,-1093.0177633389335,378.5021377563477,810.8365664482117
125,-1646.2141077082626,377.16438522338865,726.9062234115601
126,-1233.4695673608692,378.53834213256835,751.2162234306336
127,-1147.4713983089816,376.85819595336915,763.7251756095886
128,-1566.205000273559,376.3564859008789,662.7690036296844
129,-1190.8485145701495,378.3791534423828,733.7753164482117
130,-1318.5103170952432,377.0333918762207,773.6274678707123
131,-1212.2852884396325,375.14904006958005,742.6169679641723
132,-1734.1607492620171,374.21156921386716,695.706171579361
133,-1216.3080209802818,374.3907659912109,765.8377797317505
134,-1602.3762156223845,373.22457931518557,761.8959880638123
135,-1661.6342912692232,374.83047973632813,656.059124507904
136,-1196.856545495404,377.1605291748047,768.2762310504913
137,-1648.5406747451932,377.0333093261719,717.9272920608521
138,-1149.3913092811633,380.46349594116214,577.0587008190155
139,-1428.8423199913425,381.8947312927246,803.2360115289688
140,-1058.3808636703177,380.26488998413083,685.1990794372558
141,-1212.7132519308716,380.7214920043945,750.5626604366303
142,-1222.3668073205304,382.91741271972654,670.2920529747009
143,-1236.9922806519464,380.96111709594726,821.7256412792206
144,-1372.447757449922,377.59834228515626,861.0743220710755
145,-1452.5769511845733,375.64785781860354,815.4002943515777
146,-1331.9621232019508,376.6948501586914,704.638752708435
147,-1172.9460005062303,378.22901031494143,679.5760818099975
148,-1344.4152207723291,378.7932960510254,728.2977146530152
149,-1536.3309972214988,378.4886871337891,782.0552379131317
150,-1056.020714483627,377.88314453125,810.9805368328094
151,-1112.3649014289886,377.90106994628906,827.0495280742646
152,-1746.7257307228147,379.27272064208984,685.663900718689
153,-1091.3472381544082,382.4973371887207,737.7772607231141
154,-1155.5966629315585,379.5051405334473,856.6078980445861
155,-1070.5538447582196,379.0887115478516,765.2946217155456
156,-1179.258790520892,380.51334594726563,703.6936925506592
157,-1049.8979890349676,382.2413647460937,714.8518533039093
158,-1142.131060700375,383.71479766845704,698.8166234111786
159,-1458.648613689184,386.579171295166,704.6875754070282
160,-971.192834546976,386.5060784912109,784.2568529605866
161,-1161.2583326043614,387.89509552001954,819.3425212192535
162,-1277.0378362280387,388.14476150512695,741.7677603626252
163,-1168.0745787826265,387.0316876220703,891.8403954219818
164,-1016.9903950683563,382.28686370849607,932.4893174314499
165,-1181.900286480826,379.10107498168946,831.1489282035827
166,-1095.0476928428423,379.02197463989256,789.6169274997711
167,-1698.9767982967073,380.898641204834,679.5619938755035
168,-1077.0159668856043,383.8544692993164,788.144109210968
169,-1093.820263355544,382.007313079834,819.4751548290253
170,-1102.5942565221508,381.61432067871095,712.1475307273864
171,-1073.4972169394855,383.8438082885742,658.8234485149384
172,-1709.1865334082709,385.56124786376955,804.4701875972747
173,-1715.9126011619455,386.95037322998047,694.6815981578827
174,-1126.8881704812927,390.08294189453125,676.9741997528076
175,-1067.4595296487114,390.0651266479492,779.5490391159058
176,-977.6560865375116,391.39370300292967,799.0644616794586
177,-1072.0631969906608,387.2375593566895,883.5936924648285
178,-1055.909063035326,384.63747909545896,805.5970539522172
179,-1409.7710274563785,385.1353028869629,726.5265807247162
180,-1092.5740832882802,386.52246246337893,789.153895740509
181,-995.560576252783,386.5300419616699,772.6829612922669
182,-1575.1126357976016,387.3224563598633,754.7812400341033
183,-1051.955457943492,388.1691096496582,729.7787437152863
