Episode,loss
518,14612.559763431549
519,14859.900443077087
520,13371.558253288269
521,12845.006314277649
522,12504.005331993103
523,15576.714671134949
524,13105.167357444763
525,14193.127505779266
526,14571.592545509338
527,13468.792798042297
528,14130.40307378769
529,13450.747776508331
530,12619.871530532837
531,13446.268990039825
532,14514.473828315735
533,15339.771816253662
534,12087.076043605804
535,14433.315434455872
536,14243.72458076477
537,13697.407880306244
538,13123.054136753082
539,15103.88515996933
540,14343.984729290009
541,12545.991720676422
542,13804.064069747925
543,14374.83572101593
544,15702.875499725342
545,15139.080721855164
546,13582.871948242188
547,13284.293333053589
548,13794.756656646729
549,12862.364597797394
550,14686.39769077301
551,12966.663123607635
552,13989.132549762726
553,13635.02290058136
554,13452.691767215729
555,13095.221410274506
556,13889.846737384796
557,13771.720937252045
558,13234.191247940063
559,13623.505711078644
560,15052.90058851242
561,15901.80949306488
562,14126.02740764618
563,15761.498775482178
564,13327.570368766785
565,13385.552775859833
566,11578.633171081543
567,15650.230271339417
568,16528.20052576065
569,15342.141783714294
570,15893.519406795502
571,16625.963984012604
572,15058.479220867157
573,13382.953186035156
574,14708.937808990479
575,14397.274178504944
576,15207.86780166626
577,14705.398135185242
578,15836.041473388672
579,15655.769432544708
580,16842.765188217163
581,17270.432671546936
582,15454.571207523346
583,16346.30999660492
584,16253.549629688263
585,15670.744705200195
586,17977.183416366577
587,13776.73468875885
588,14390.056235313416
589,16742.45794582367
590,16635.274264335632
591,16060.711346149445
592,15128.751439094543
593,17181.16558456421
594,15309.781722068787
595,15203.487471580505
596,16038.737028598785
597,16937.78891658783
598,16659.813731193542
599,16371.329743385315
600,16282.723843574524
601,14807.118142604828
602,14559.42276763916
603,14956.36307811737
604,17568.1182346344
605,18797.787901878357
606,16360.708352088928
607,16918.366715431213
608,16134.007136821747
609,16100.25020980835
610,12344.468783855438
611,13356.003885269165
612,15529.891459941864
613,13739.640138149261
614,13896.238518238068
615,15368.707699775696
616,13159.934412002563
617,15938.145474433899
618,15409.661207675934
619,15265.894080162048
620,12144.670095443726
621,15671.215151309967
622,14718.73872756958
623,14234.055080413818
624,14803.721359729767
625,15274.850778102875
626,13764.159565448761
627,13523.113440990448
628,12218.527652740479
629,15028.539277076721
630,13117.106844902039
631,11672.448249816895
632,12201.904255867004
633,14840.342811107635
634,12337.319996833801
635,12229.040132522583
636,13290.264879226685
637,13568.811717510223
638,12434.659040927887
639,11423.720135688782
640,15563.42145061493
641,13447.617382526398
642,12762.12513256073
643,13078.786930561066
644,11646.887351512909
645,14421.44905948639
646,14190.525497436523
647,14956.890808582306
648,14960.154657363892
649,13324.76573085785
650,12213.37129354477
651,14702.912725448608
652,13178.059051036835
653,13925.20394229889
654,13086.691529273987
655,14372.8356924057
656,13394.237819194794
657,13851.57559967041
658,12997.222849369049
659,12299.884598731995
660,15631.979972839355
661,15008.518259525299
662,13971.243495941162
663,15974.569878101349
664,13823.69023513794
665,16075.114466667175
666,15786.599831581116
667,17171.24969434738
668,15586.093318939209
669,14085.730808258057
670,12263.374670028687
671,14099.849864006042
672,15410.045170783997
673,14891.052127838135
674,18162.947114944458
675,14652.419784545898
676,17356.280383586884
677,15070.899764060974
678,15603.686638832092
679,15283.16099691391
680,15985.187530040741
681,14982.91932296753
682,15749.906650543213
683,15989.302187919617
684,16450.5921087265
685,14168.626034736633
686,16598.03206062317
687,16480.996928691864
688,15112.370441436768
689,16524.983867645264
690,14135.906104564667
691,14579.303746700287
692,15422.48417711258
693,15265.02326631546
694,14719.520318984985
695,13572.547139167786
696,13923.823402404785
697,15344.007890701294
698,14825.98033285141
699,13314.305869102478
700,14218.198731899261
701,16675.707718849182
702,12884.439801216125
703,14741.06790304184
704,13664.40134525299
705,12815.655292510986
706,14111.560632705688
707,13527.248407363892
708,12857.5968542099
709,12514.612682819366
710,13928.659773349762
711,11758.440618515015
712,14470.301869392395
713,14640.460221767426
714,14213.220973968506
715,14528.221079826355
716,14067.239270210266
717,14461.968296527863
718,13052.51204252243
719,14620.19186592102
720,13506.32978439331
721,13823.209225654602
722,13270.389550209045
723,14545.839831829071
724,13208.950571537018
725,13064.545444011688
726,15133.544343471527
727,14009.742195129395
728,13606.14448261261
729,16131.367785453796
730,15810.15436077118
731,12540.894706249237
732,16713.485662937164
733,13158.756229400635
734,14344.11225271225
735,13292.327498912811
736,17225.182403564453
737,16648.41695833206
738,15092.203147411346
739,15369.754523277283
740,13119.101630687714
741,14101.726517677307
742,14269.174367427826
743,14061.680476665497
744,14784.631793498993
745,15121.86721420288
746,13807.85602760315
747,15944.419004440308
748,13457.75010061264
749,13484.906641960144
750,16688.950229644775
751,14751.485222816467
752,13547.756727218628
753,16748.597326278687
754,14061.740038871765
755,17301.13003396988
756,15227.866750240326
757,15233.401105880737
758,15601.744374275208
759,15318.31092786789
760,14497.074419498444
761,15986.989810943604
762,17579.150935173035
763,14665.714807033539
764,16033.477522850037
765,15053.133337020874
766,16118.493473052979
767,15298.263165473938
768,16061.530819416046
769,13654.939905166626
770,15468.59449672699
771,19062.485005378723
772,15986.885248661041
773,13138.471965789795
774,14878.947843551636
775,16003.808351516724
776,14117.920169830322
777,16526.165593147278
778,15999.606789588928
779,14886.667204380035
780,14639.150804042816
781,16685.768804073334
782,14130.230652809143
783,14917.352375984192
784,17304.149019241333
785,17075.071754455566
786,16517.152269363403
787,16303.055434703827
788,15076.918640136719
789,13263.199763298035
790,13613.755098342896
791,14871.019014835358
792,15954.65186214447
793,16660.267920017242
794,15271.88691997528
795,15477.262437343597
796,16895.365926742554
797,13754.977972984314
798,14964.548650741577
799,15273.176275253296
800,14676.781013965607
801,15247.415014266968
802,15269.089814186096
803,13394.922885894775
804,15231.083990097046
805,16291.220904827118
806,16806.786705970764
807,12140.953896045685
808,15891.140714168549
809,14027.704738140106
810,12659.6541929245
811,14296.082832336426
812,15284.607685089111
813,14307.526921749115
814,12721.146103858948
815,17411.963879585266
816,13233.797166347504
817,14401.510359287262
818,14439.35891866684
819,14527.984338760376
820,12978.386030197144
821,15908.926675796509
822,15019.33747959137
823,14072.3511967659
824,16048.045766830444
825,14267.811659812927
826,14283.117121219635
827,15343.839079856873
828,15053.966681957245
829,12693.581849098206
830,12790.920046806335
831,14367.570429325104
832,14899.067390441895
833,11733.61973953247
834,12153.348625183105
835,14799.33696603775
836,13740.800497055054
837,12730.681209564209
838,13201.72166967392
839,11774.55557346344
840,13886.349077224731
841,13038.005404949188
842,12925.025146961212
843,12457.096410751343
844,13621.926880836487
845,15508.682814121246
846,14136.697018623352
847,14143.668778419495
848,13729.653590202332
849,15454.486054420471
850,14664.544448375702
851,15518.475434303284
852,13010.336900234222
853,12540.382937431335
854,12947.759392261505
855,15089.413818359375
856,14375.261497020721
857,15988.005149841309
858,13203.244789123535
859,15585.131947040558
860,13065.279832839966
861,15399.756855487823
862,15635.686880588531
863,14688.485916137695
864,16489.120747566223
865,14080.12852191925
866,14305.844026565552
867,15517.421011924744
868,15525.78116941452
869,15888.798364162445
870,14353.10533285141
871,16252.31791973114
872,13451.680168628693
873,13577.226685523987
874,14274.977551937103
875,15330.17999458313
876,16106.915106773376
877,14775.21729850769
878,13725.473650455475
879,15291.338280200958
880,17442.880267620087
881,15479.799644470215
882,14537.245158195496
883,14236.919053554535
884,15512.827751159668
885,13490.083561897278
886,15343.390666007996
887,17205.90657043457
888,13948.481799125671
889,14852.563758850098
890,16130.778635501862
891,15175.45154094696
892,14885.870038986206
893,15109.716807365417
894,16598.70323085785
895,15069.742421627045
896,13511.217554092407
897,16789.941433906555
898,15992.126281738281
899,18868.751314163208
900,17277.467955589294
901,14757.425814628601
902,14646.903104782104
903,18335.743837356567
904,13150.249692440033
905,16434.219167232513
906,15644.136381149292
907,16312.901327133179
908,13689.44647026062
909,14960.481694698334
910,15529.051289081573
911,14997.3942861557
912,15307.481122970581
913,14631.193323135376
914,14361.232683181763
915,15239.289720535278
916,16953.769245147705
917,15080.433818340302
918,14594.945817947388
919,15521.546633720398
920,16727.75732421875
921,13011.708384990692
922,19767.24697160721
923,14889.819161891937
924,17457.57186317444
925,16411.553765296936
926,14072.676865577698
927,14032.88872051239
928,15303.37305355072
929,17362.04641866684
930,13825.61558008194
931,13334.260571479797
932,16730.98376274109
933,14921.284344673157
934,14503.098687171936
935,14801.70192527771
936,15004.580167293549
937,13620.383206367493
938,15640.779166698456
939,14238.497753620148
940,14631.820322990417
941,16332.181615829468
942,15481.702960968018
943,14807.127425193787
944,13292.671035766602
945,15299.87232542038
946,14885.899264335632
947,14128.24260377884
948,14852.650964260101
949,14705.76758813858
950,13045.000046253204
951,13245.538475036621
952,14880.50518321991
953,15634.128851413727
954,12602.157788276672
955,15184.05126285553
956,17095.837676525116
957,15567.88014793396
958,12730.338136672974
959,14396.752805709839
960,13257.429077625275
961,11187.79326581955
962,14365.210706233978
963,13962.587985038757
964,15787.351346969604
965,14101.639574050903
966,16537.732383728027
967,15454.798031806946
968,12865.192237854004
969,11787.227716445923
970,12584.320725440979
971,13341.809955596924
972,13265.46606874466
973,12943.1653881073
974,13952.305312156677
975,14028.80865907669
976,14166.562689781189
977,15204.462100982666
978,15805.1833152771
979,15133.420781612396
980,17256.0491065979
981,16880.214464187622
982,15139.405630111694
983,13416.041586399078
984,15058.997564315796
985,14484.180256843567
986,14066.218549728394
987,15262.562725543976
988,14054.64060497284
989,17498.590229988098
990,16005.732526302338
991,18659.546147346497
992,17278.294162273407
993,16551.57602596283
994,17698.65479183197
995,14684.125990867615
996,15524.350527763367
997,15945.991547107697
998,15738.79855632782
999,16683.918782234192
1000,13918.916486740112
